tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt0001138	short	The Brothers	The Brothers	0	1910	\N	\N	Drama,Short
tt0001682	short	Home	Home	0	1911	\N	\N	Drama,Short
tt0002197	short	Friends	Friends	0	1912	\N	17	Romance,Short,Western
tt0002545	short	Twilight	Twilight	0	1912	\N	\N	Drama,Romance,Short
tt0002804	short	The Discovery	The Discovery	0	1913	\N	11	Comedy,Family,Romance
tt0003859	movie	Dope	Dope	0	1914	\N	\N	Drama
tt0004259	movie	Love	Love	0	1914	\N	\N	\N
tt0004696	movie	The Three Musketeers	The Three Musketeers	0	1914	\N	\N	Drama
tt0005504	movie	Home	Home	0	1915	\N	\N	Drama,Romance
tt0006008	movie	Scandal	Scandal	0	1915	\N	50	Drama
tt0006437	movie	The Blacklist	The Blacklist	0	1916	\N	50	Drama
tt0007454	movie	The Three Musketeers	The Three Musketeers	0	1916	\N	63	Adventure
tt0008123	movie	House of Cards	House of Cards	0	1917	\N	\N	Drama
tt0008540	movie	Scandal	Scandal	0	1917	\N	60	Comedy,Romance
tt0009544	movie	Revenge	Revenge	0	1918	\N	70	Western
tt0010261	movie	Home	Home	0	1919	\N	60	Drama
tt0010391	short	Love	Love	0	1919	\N	23	Comedy,Short
tt0012451	movie	The Match-Breaker	The Match-Breaker	0	1921	\N	50	Comedy,Romance
tt0012752	movie	The Three Musketeers	The Three Musketeers	0	1921	\N	119	Action,Adventure,Family
tt0013059	movie	Once Upon a Time	Der var engang	0	1922	\N	75	Drama,Family,Fantasy
tt0015042	movie	Love	Koi	0	1924	\N	60	Drama
tt0018033	movie	It	It	0	1927	\N	72	Comedy,Romance
tt0018107	movie	Love	Love	0	1927	\N	82	Drama,Romance
tt0019320	movie	Revenge	Revenge	0	1928	\N	70	Action,Drama,Romance
tt0020367	movie	Scandal	Scandal	0	1929	\N	70	Drama
tt0020369	movie	Scandal	Spletnya	0	1928	\N	70	Drama,Romance
tt0023679	movie	Dope	Der weiße Dämon	0	1932	\N	107	Drama
tt0023746	movie	Love	Ramûru	0	1933	\N	93	Drama,Romance
tt0024631	movie	Supernatural	Supernatural	0	1933	\N	65	Drama,Horror,Mystery
tt0024663	movie	The Three Musketeers	The Three Musketeers	0	1933	\N	210	Action,Adventure,Drama
tt0026129	movie	Bordertown	Bordertown	0	1935	\N	90	Crime,Drama,Film-Noir
tt0027099	movie	The Three Musketeers	The Three Musketeers	0	1935	\N	96	Action,Adventure,Romance
tt0028478	movie	The Walking Dead	The Walking Dead	0	1936	\N	66	Crime,Drama,Horror
tt0030083	movie	Friends	Druzya	0	1939	\N	85	Biography,War
tt0030625	movie	Prison Break	Prison Break	0	1938	\N	72	Crime,Drama,Thriller
tt0032028	movie	The Three Musketeers	The Three Musketeers	0	1939	\N	73	Action,Adventure,Comedy
tt0032455	movie	Fantasia	Fantasia	0	1940	\N	124	Animation,Family,Fantasy
tt0034928	movie	The Jungle Book	Jungle Book	0	1942	\N	108	Action,Adventure,Family
tt0035733	short	Chicken Little	Chicken Little	0	1943	\N	8	Animation,Comedy,Family
tt0035912	movie	Twilight	Félicie Nanteuil	0	1944	\N	99	Drama,Romance
tt0036611	movie	Army Wives	Army Wives	0	1944	\N	68	Comedy,Romance
tt0037150	movie	Once Upon a Time	Once Upon a Time	0	1944	\N	89	Comedy,Family,Fantasy
tt0039072	movie	Revenge	Un uomo ritorna	0	1946	\N	90	Drama
tt0040092	movie	Love	L'amore	0	1948	\N	69	Drama
tt0040876	movie	The Three Musketeers	The Three Musketeers	0	1948	\N	125	Action,Adventure,Drama
tt0042958	movie	Scandal	Shûbun	0	1950	\N	105	Drama
tt0043163	movie	Once Upon a Time...	Érase una vez	0	1950	\N	90	Animation,Comedy,Family
tt0044025	movie	The Seven Deadly Sins	Les sept péchés capitaux	0	1952	\N	127	Drama
tt0044093	tvEpisode	The Three Musketeers	The Three Musketeers	0	1950	\N	60	Drama
tt0044268	tvSeries	The Hunter	The Hunter	0	1952	\N	30	Drama
tt0046461	movie	The Three Musketeers	Les 3 Mousquetaires	0	1953	\N	116	Adventure
tt0048699	movie	The Jungle Book	Tarzan's Hidden Jungle	0	1955	\N	72	Action,Adventure
tt0048906	tvSeries	The Three Musketeers	I tre moschettieri	0	1956	\N	30	\N
tt0048947	movie	Anastasia	Anastasia	0	1956	\N	105	Biography,Drama,History
tt0049406	movie	The Killing	The Killing	0	1956	\N	84	Crime,Drama,Film-Noir
tt0049438	movie	Love	Liebe	0	1956	\N	96	Drama
tt0056467	movie	The Seven Deadly Sins	Les sept péchés capitaux	0	1962	\N	113	Comedy
tt0056941	movie	Come Fly with Me	Come Fly with Me	0	1963	\N	109	Comedy,Romance
tt0059153	movie	It	Es	0	1966	\N	86	Drama
tt0060033	tvSeries	Tarzan	Tarzan	0	1966	1968	60	Action,Adventure
tt0060088	tvMovie	Alice Through the Looking Glass	Alice Through the Looking Glass	0	1966	\N	72	Family,Fantasy,Musical
tt0060595	tvMovie	The Little Prince	Der kleine Prinz	0	1966	\N	77	Fantasy
tt0061826	movie	It!	It!	0	1967	\N	96	Horror,Sci-Fi
tt0061852	movie	The Jungle Book	The Jungle Book	0	1967	\N	78	Adventure,Animation,Comedy
tt0064312	movie	The Fall	The Fall	0	1969	\N	116	Documentary,Music
tt0064342	tvEpisode	The Fosters	The Fosters	0	1969	\N	50	Drama,Horror,Sci-Fi
tt0064448	movie	House of Cards	House of Cards	0	1968	\N	105	Crime,Drama,Mystery
tt0065198	movie	The Wedding Party	The Wedding Party	0	1969	\N	92	Comedy
tt0067118	movie	Friends	Friends	0	1971	\N	101	Drama,Romance
tt0067673	tvMovie	Revenge!	Revenge!	0	1971	\N	75	Crime,Horror,Thriller
tt0067814	movie	Love	Szerelem	0	1971	\N	88	Drama
tt0068054	tvSeries	The Brothers	The Brothers	0	1972	1976	50	Drama
tt0068889	movie	Love	Láska	0	1973	\N	88	Romance
tt0069708	movie	Love	Amore	0	1974	\N	85	Drama
tt0070346	movie	Luther	Luther	0	1974	\N	110	Biography,Drama
tt0071116	tvMovie	Alice Through the Looking Glass	Alice Through the Looking Glass	0	1973	\N	74	Family,Fantasy
tt0071762	movie	The Little Prince	The Little Prince	0	1974	\N	88	Family,Fantasy,Musical
tt0072118	movie	Scandal	Chou wen	0	1974	\N	94	Comedy
tt0072281	movie	The Three Musketeers	The Three Musketeers	0	1973	\N	106	Action,Adventure,Romance
tt0072554	tvSeries	One Day at a Time	One Day at a Time	0	1975	1984	30	Comedy
tt0072734	short	The Brothers	Bratri	0	1975	\N	\N	Documentary,Short
tt0073993	tvSeries	The Fosters	The Fosters	0	1976	1977	30	Comedy,Family
tt0074539	movie	The Smurfs and the Magic Flute	La flûte à six schtroumpfs	0	1975	\N	89	Animation,Comedy,Family
tt0075011	movie	Once Upon a Time	Maria d'Oro und Bello Blue	0	1973	\N	83	Animation,Family,Fantasy
tt0075112	movie	The Fall	A Queda	0	1978	\N	120	Drama
tt0075791	movie	The Brothers	Die Brüder	0	1977	\N	99	Drama,Romance
tt0075925	movie	The Deep	The Deep	0	1977	\N	123	Adventure,Mystery,Thriller
tt0076538	movie	Pete's Dragon	Pete's Dragon	0	1977	\N	128	Adventure,Animation,Comedy
tt0076554	movie	Fearless	Poliziotto senza paura	0	1978	\N	93	Action,Crime,Thriller
tt0077631	movie	Grease	Grease	0	1978	\N	110	Comedy,Musical,Romance
tt0077957	movie	Death in Paradise	Muerte en el paraíso	0	1978	\N	\N	Crime
tt0078615	tvSeries	Friends	Friends	0	1979	1979	60	Comedy,Drama
tt0078879	movie	Bloodline	Bloodline	0	1979	\N	116	Crime,Drama,Mystery
tt0079476	short	The Little Prince	The Little Prince	0	1979	\N	25	Animation,Family,Short
tt0080907	movie	The Hunter	The Hunter	0	1980	\N	97	Action,Biography,Comedy
tt0080954	tvEpisode	Jessie	Jessie	0	1980	\N	89	Comedy,Drama,Horror
tt0081022	movie	Love	Kärleken	0	1980	\N	77	Drama
tt0082508	movie	Heartland	Heartland	0	1979	\N	96	Drama,Western
tt0083564	movie	Annie	Annie	0	1982	\N	127	Comedy,Drama,Family
tt0084237	movie	The Last Unicorn	The Last Unicorn	0	1982	\N	92	Adventure,Animation,Drama
tt0084271	movie	Love	Love	0	1982	\N	105	Drama
tt0084728	movie	Starstruck	Starstruck	0	1982	\N	105	Comedy,Drama,Musical
tt0085683	tvSeries	Home	Home	0	1983	1983	25	Drama,Family
tt0085834	movie	Tramps	Die letzte Runde	0	1983	\N	88	Drama
tt0085869	movie	Lost	Lost	0	1983	\N	92	Adventure,Drama,Family
tt0085873	movie	Lovesick	Lovesick	0	1983	\N	95	Comedy,Fantasy,Romance
tt0086262	movie	Scream	Scream	0	1981	\N	82	Horror,Mystery
tt0086738	tvSeries	Jessie	Jessie	0	1984	1984	60	Drama
tt0086990	movie	Bones	Parker	0	1985	\N	97	Crime,Drama
tt0087420	short	Home	Home	0	1984	\N	\N	Short
tt0087502	tvMovie	Jessie	Jessie	0	1984	\N	100	Crime
tt0088343	tvMovie	Velvet	Velvet	0	1984	\N	100	Action,Drama
tt0090503	tvSeries	Pound Puppies	Pound Puppies	0	1985	1988	30	Adventure,Animation,Comedy
tt0090506	tvSeries	The Real Ghostbusters	The Real Ghost Busters	0	1986	1991	23	Action,Animation,Comedy
tt0090633	movie	An American Tail	An American Tail	0	1986	\N	80	Adventure,Animation,Comedy
tt0091434	movie	Lost!	Lost!	0	1986	\N	95	Action,Drama
tt0091848	video	Revenge	Revenge	0	1986	\N	100	Horror
tt0092622	tvMovie	Bates Motel	Bates Motel	0	1987	\N	90	Comedy,Drama,Horror
tt0093148	movie	Harry and the Hendersons	Harry and the Hendersons	0	1987	\N	110	Comedy,Family,Fantasy
tt0094304	movie	Weeds	Weeds	0	1987	\N	115	Drama,Music
tt0095180	movie	Friends	Friends	0	1988	\N	87	Comedy,Drama
tt0095246	tvMovie	Gotham	Gotham	0	1988	\N	98	Thriller
tt0095492	movie	Last Man Standing	Last Man Standing	0	1987	\N	90	Action,Drama,Sport
tt0096551	tvSeries	Bordertown	Bordertown	0	1989	1991	30	Adventure,Drama,Western
tt0096609	tvSeries	Heartland	Heartland	0	1989	1989	30	Comedy
tt0096707	tvSeries	The Super Mario Bros. Super Show!	The Super Mario Bros. Super Show!	0	1989	1989	30	Action,Adventure,Animation
tt0096866	movie	The BFG	The BFG	0	1989	\N	91	Adventure,Animation,Drama
tt0097491	tvEpisode	Heartland	Heartland	0	1989	\N	89	Drama
tt0097523	movie	Honey, I Shrunk the Kids	Honey, I Shrunk the Kids	0	1989	\N	93	Adventure,Comedy,Family
tt0098067	movie	Parenthood	Parenthood	0	1989	\N	124	Comedy,Drama
tt0098260	movie	Scandal	Scandal	0	1989	\N	106	Drama,History
tt0098798	tvSeries	The Flash	The Flash	0	1990	1991	48	Action,Crime,Fantasy
tt0098818	tvSeries	Harry and the Hendersons	Harry and the Hendersons	0	1991	1993	30	Comedy,Family,Fantasy
tt0098825	tvMiniSeries	House of Cards	House of Cards	0	1990	1990	57	Drama
tt0098887	tvSeries	Parenthood	Parenthood	0	1990	1991	25	Comedy,Drama
tt0099864	tvMiniSeries	It	It	0	1990	1990	96	Drama,Horror,Mystery
tt0099878	movie	Jetsons: The Movie	Jetsons: The Movie	0	1990	\N	82	Animation,Comedy,Family
tt0100485	movie	Revenge	Revenge	0	1990	\N	124	Action,Crime,Drama
tt0100732	movie	Twilight	Szürkület	0	1990	\N	105	Crime,Drama,Mystery
tt0100758	movie	Teenage Mutant Ninja Turtles	Teenage Mutant Ninja Turtles	0	1990	\N	93	Action,Adventure,Comedy
tt0101294	tvMovie	Alice Through the Looking Glass	Alice Through the Looking Glass	0	1987	\N	73	Adventure,Animation,Family
tt0101329	movie	An American Tail: Fievel Goes West	An American Tail: Fievel Goes West	0	1991	\N	75	Adventure,Animation,Family
tt0102361	movie	Love	Lyubov	0	1991	\N	105	Romance
tt0102497	movie	Revenge	Mest	0	1989	\N	100	Drama,History
tt0103017	tvMiniSeries	Switched at Birth	Switched at Birth	0	1991	1991	176	Drama
tt0104254	movie	FernGully: The Last Rainforest	FernGully: The Last Rainforest	0	1992	\N	76	Adventure,Animation,Family
tt0104757	short	Lost	Lost	0	1992	\N	\N	Short
tt0104971	movie	Narcos	Narcos	0	1992	\N	105	Drama
tt0105250	movie	Revenge	Revenge	0	1992	\N	\N	\N
tt0105929	tvSeries	Absolutely Fabulous	Absolutely Fabulous	0	1992	2012	45	Comedy
tt0105941	tvSeries	Animaniacs	Animaniacs	0	1993	1998	21	Adventure,Animation,Comedy
tt0106064	tvSeries	Mighty Morphin Power Rangers	Mighty Morphin Power Rangers	0	1993	1996	30	Action,Adventure,Family
tt0106611	movie	Cool Runnings	Cool Runnings	0	1993	\N	98	Adventure,Comedy,Family
tt0106881	movie	Fearless	Fearless	0	1993	\N	122	Drama,Thriller
tt0106968	movie	Friends	Friends	0	1993	\N	105	Crime,Drama
tt0107013	video	Fantasia	Fantasia	0	1993	\N	30	Animation,Comedy,Fantasy
tt0107131	movie	Homeward Bound: The Incredible Journey	Homeward Bound: The Incredible Journey	0	1993	\N	84	Adventure,Comedy,Drama
tt0107148	movie	House of Cards	House of Cards	0	1993	\N	109	Drama
tt0107688	movie	The Nightmare Before Christmas	The Nightmare Before Christmas	0	1993	\N	76	Animation,Family,Fantasy
tt0108333	movie	The Three Musketeers	The Three Musketeers	0	1993	\N	105	Action,Adventure,Romance
tt0108526	movie	We're Back! A Dinosaur's Story	We're Back! A Dinosaur's Story	0	1993	\N	72	Adventure,Animation,Comedy
tt0108778	tvSeries	Friends	Friends	0	1994	2004	22	Comedy,Romance
tt0108847	tvSeries	The Magic School Bus	The Magic School Bus	0	1994	1997	30	Adventure,Animation,Comedy
tt0109190	movie	Baby's Day Out	Baby's Day Out	0	1994	\N	99	Adventure,Comedy,Crime
tt0109225	short	Home	Bayit	0	1994	\N	17	Drama,Short
tt0109287	movie	Blank Check	Blank Check	0	1994	\N	93	Comedy,Crime,Family
tt0109520	movie	D2: The Mighty Ducks	D2: The Mighty Ducks	0	1994	\N	106	Comedy,Drama,Family
tt0110004	tvMiniSeries	Heartland	Heartland	0	1994	1994	50	Drama
tt0110006	movie	Heavyweights	Heavyweights	0	1995	\N	97	Comedy,Drama,Family
tt0110077	short	The Hunter	The Hunter	0	1995	\N	10	Short
tt0110213	movie	The Jungle Book	The Jungle Book	0	1994	\N	111	Adventure,Family,Fantasy
tt0110366	movie	The Little Rascals	The Little Rascals	0	1994	\N	82	Comedy,Family,Romance
tt0111212	movie	Skins	Skins	0	1994	\N	86	Crime,Drama,Thriller
tt0111987	tvSeries	Goosebumps	Goosebumps	0	1995	1998	22	Adventure,Comedy,Drama
tt0112091	tvSeries	Nancy Drew	Nancy Drew	0	1995	1995	26	Crime,Family,Mystery
tt0112453	movie	Balto	Balto	0	1995	\N	78	Adventure,Animation,Drama
tt0113722	movie	Revenge	Ma je pomsta	0	1995	\N	102	Drama
tt0113820	movie	Mighty Morphin Power Rangers	Mighty Morphin Power Rangers: The Movie	0	1995	\N	95	Action,Adventure,Family
tt0114083	movie	Pandora	Pandora	0	1995	\N	110	Drama
tt0114888	movie	The Walking Dead	The Walking Dead	0	1995	\N	88	Action,Drama,War
tt0115319	tvSeries	Power Rangers Zeo	Power Rangers Zeo	0	1996	1997	21	Action,Adventure,Family
tt0115878	short	Chewing Gum	Chewing Gum	0	1996	\N	10	Comedy,Short
tt0116830	movie	Last Man Standing	Last Man Standing	0	1996	\N	101	Action,Crime,Drama
tt0116831	movie	Last Man Standing	Last Man Standing	0	1995	\N	96	Action,Crime,Drama
tt0117571	movie	Scream	Scream	0	1996	\N	111	Horror,Mystery
tt0117956	movie	3	3	0	1996	\N	84	Comedy,History
tt0118617	movie	Anastasia	Anastasia	0	1997	\N	94	Adventure,Animation,Drama
tt0119137	movie	Flubber	Flubber	0	1997	\N	93	Comedy,Family,Sci-Fi
tt0119594	movie	Twilight	Twilight	0	1998	\N	94	Crime,Drama,Mystery
tt0119718	movie	Mr. Magoo	Mr. Magoo	0	1997	\N	87	Adventure,Comedy,Family
tt0119844	movie	Bones	Ossos	0	1997	\N	94	Drama
tt0119918	video	Pooh's Grand Adventure: The Search for Christopher Robin	Pooh's Grand Adventure: The Search for Christopher Robin	0	1997	\N	76	Adventure,Animation,Comedy
tt0120036	movie	Rosewood	Rosewood	0	1997	\N	140	Action,Drama,History
tt0120143	short	Skins	Skins	0	1997	\N	14	Comedy,Sci-Fi,Short
tt0120316	movie	The Wedding Party	Thank God He Met Lizzie	0	1997	\N	91	Comedy,Drama,Romance
tt0120357	movie	Touch	Touch	0	1997	\N	96	Comedy,Drama,Romance
tt0120484	movie	The Waterboy	The Waterboy	0	1998	\N	90	Comedy,Sport
tt0120587	movie	Antz	Antz	0	1998	\N	83	Adventure,Animation,Comedy
tt0120595	movie	Babe: Pig in the City	Babe: Pig in the City	0	1998	\N	97	Adventure,Comedy,Drama
tt0120630	movie	Chicken Run	Chicken Run	0	2000	\N	84	Adventure,Animation,Comedy
tt0120794	movie	The Prince of Egypt	The Prince of Egypt	0	1998	\N	99	Adventure,Animation,Drama
tt0120855	movie	Tarzan	Tarzan	0	1999	\N	88	Adventure,Animation,Comedy
tt0120910	movie	Fantasia 2000	Fantasia 2000	0	1999	\N	75	Animation,Family,Fantasy
tt0120917	movie	The Emperor's New Groove	The Emperor's New Groove	0	2000	\N	78	Adventure,Animation,Comedy
tt0121164	movie	Corpse Bride	Corpse Bride	0	2005	\N	77	Animation,Comedy,Drama
tt0122651	short	Pandora	Pandora	0	1960	\N	11	Short
tt0122814	tvMiniSeries	Bordertown	Bordertown	0	1995	1995	50	Drama
tt0123307	movie	The Three Musketeers	Los tres mosqueteros	0	1945	\N	\N	Adventure
tt0124456	movie	Easy	Easy	1	1978	\N	80	Adult,Drama
tt0125454	movie	Paulie	Paulie	0	1998	\N	91	Adventure,Comedy,Drama
tt0126522	video	The Night Shift	The Night Shift	1	1995	\N	\N	Adult
tt0126805	movie	Back and Forth	<--->	0	1969	\N	52	Drama
tt0127388	tvSeries	Ninja Turtles: The Next Mutation	Ninja Turtles: The Next Mutation	0	1997	1998	20	Action,Adventure,Comedy
tt0127797	video	Scandal	Scandal	1	1995	\N	87	Adult
tt0127901	movie	Starstruck	Starstruck	0	1998	\N	90	Drama
tt0128747	video	The Three Musketeers	The Three Musketeers	1	1992	\N	96	Adult
tt0128966	movie	Black Mirror	Black Mirror	0	1981	\N	88	Drama
tt0129167	movie	The Iron Giant	The Iron Giant	0	1999	\N	86	Action,Adventure,Animation
tt0129521	video	Velvet	Velvet	1	1995	\N	\N	Adult
tt0129924	video	FernGully 2: The Magical Rescue	FernGully 2: The Magical Rescue	0	1998	\N	75	Adventure,Animation,Comedy
tt0131613	tvSeries	Teenage Mutant Ninja Turtles	Teenage Mutant Ninja Turtles	0	1987	1996	23	Action,Adventure,Animation
tt0131697	movie	3	3	0	1971	\N	86	Drama
tt0132064	movie	Twilight	Crepúsculo	0	1945	\N	108	Drama,Mystery,Romance
tt0132962	movie	The Flash	The Flash	0	1923	\N	50	Drama
tt0135643	short	Scandal	Scandal	0	1933	\N	30	Musical,Short
tt0137075	short	Limitless	Limitless	0	1991	\N	4	Short
tt0137874	movie	The Brothers	Kesyttömät veljekset	0	1969	\N	87	Drama
tt0137922	movie	Luther	Luther	0	1928	\N	\N	Biography,Drama,History
tt0138573	movie	Love	Liebe	0	1927	\N	\N	\N
tt0138749	movie	The Road to El Dorado	The Road to El Dorado	0	2000	\N	89	Adventure,Animation,Comedy
tt0139615	movie	Slam	Slam	0	1998	\N	100	Drama
tt0140376	short	Revenge	Mest	0	1959	\N	25	Comedy,Short
tt0140776	short	3	3	0	1977	\N	\N	Short
tt0140816	tvMovie	Army Wives	Army Wives	0	1986	\N	97	Drama
tt0141208	movie	Hotel Transylvania 2	Hotel Transylvania 2	1	1990	\N	73	Adult
tt0142386	short	The Hunter	The Hunter	0	1931	\N	6	Animation,Comedy,Family
tt0145195	movie	Once Upon a Time	Once Upon a Time	1	1989	\N	73	Adult
tt0145655	short	Aquarius	Aquarius	0	1963	\N	8	Animation,Short
tt0146072	movie	Private Practice	Private Practice	1	1975	\N	57	Adult
tt0147220	video	Revenge	Revenge	1	1999	\N	84	Adult
tt0147800	movie	10 Things I Hate About You	10 Things I Hate About You	0	1999	\N	97	Comedy,Drama,Romance
tt0147926	video	The Brave Little Toaster Goes to Mars	The Brave Little Toaster Goes to Mars	0	1998	\N	73	Adventure,Animation,Family
tt0151403	short	Lovesick	Lovesick	0	1937	\N	10	Animation,Comedy,Romance
tt0151685	movie	Love	My Father's Love	0	2001	\N	110	Drama
tt0151887	short	Pandora	Pandora	0	1934	\N	6	Animation,Short
tt0153349	video	Twilight	Twilight	1	1991	\N	\N	Adult
tt0155922	movie	Once Upon a Time	Once Upon a Time	0	1987	\N	\N	Adventure,Comedy,Family
tt0156612	short	Home	Home	0	1996	\N	9	Drama,Short
tt0158023	movie	Revenge	Nekama	0	1996	\N	52	Documentary
tt0158552	tvSeries	Charmed	Charmed	0	1998	2006	42	Drama,Fantasy,Mystery
tt0159877	tvSeries	Home	Home	0	1954	1957	60	Family,Talk-Show
tt0160809	short	Sand Castle	Sand Castle	0	2001	\N	7	Short
tt0161220	video	Air Bud: World Pup	Air Bud 3: World Pup	0	2000	\N	83	Comedy,Drama,Family
tt0161243	video	B.L.O.W.	B.L.O.W.	1	1992	\N	75	Adult
tt0162020	movie	The Three Musketeers	Los tres mosqueteros	0	1942	\N	136	Adventure,Comedy
tt0163986	video	The Brave Little Toaster to the Rescue	The Brave Little Toaster to the Rescue	0	1997	\N	74	Adventure,Animation,Family
tt0164480	movie	The Brothers	Long hu xiong di	0	1979	\N	88	Action,Drama
tt0165598	tvSeries	That '70s Show	That '70s Show	0	1998	2006	22	Comedy,Drama,Romance
tt0165928	movie	Revenge	Revenge	0	2000	\N	94	Thriller
tt0166110	movie	Bones	Bones	0	2001	\N	96	Crime,Horror
tt0166459	tvSeries	Scandal!	Scandal!	0	1998	\N	\N	\N
tt0167328	video	Pandora	Pandora	1	1998	\N	81	Adult,Fantasy,Romance
tt0167758	tvMovie	Alice Through the Looking Glass	Alice Through the Looking Glass	0	1998	\N	83	Family,Fantasy
tt0171101	movie	Fearless	Bez strakha	0	1971	\N	96	Drama
tt0171308	movie	The Fall	The Fall	0	1999	\N	94	Thriller
tt0174091	movie	Once Upon a Time	Once Upon a Time	0	1918	\N	\N	Drama,Romance
tt0174521	movie	The Brothers	The Brothers	0	1947	\N	98	Drama
tt0175132	tvMovie	Revenge	Rozhovory	0	1969	\N	45	Drama
tt0176904	movie	Scream	Kryk	0	1996	\N	\N	Documentary
tt0177563	movie	Bones	Bones	0	1992	\N	\N	\N
tt0178078	short	The Three Musketeers	Les trois mousquetaires	0	1921	\N	26	Adventure,Short
tt0181740	movie	Revenge	Osveta	0	1986	\N	90	Drama
tt0182576	tvSeries	Family Guy	Family Guy	0	1999	\N	22	Animation,Comedy
tt0183515	videoGame	Mighty Morphin Power Rangers	Mighty Morphin Power Rangers	0	1994	\N	\N	Action,Family
tt0183919	movie	The Three Musketeers	Los tres mosquiteros	0	1953	\N	\N	\N
tt0184598	video	The Hunter	The Hunter	1	1997	\N	\N	\N
tt0184746	movie	Only for One Night	Mono gia mia nyhta	0	1958	\N	80	Drama,Romance
tt0185636	movie	Revenge	Revenge	0	1990	\N	\N	\N
tt0185842	movie	Revenge	Adauchi	0	1964	\N	104	Action,Drama
tt0186311	video	The Little Engine That Could	The Little Engine That Could	0	1991	\N	27	Adventure,Animation,Comedy
tt0186778	tvSeries	Travelers	Travelers	0	1996	1996	\N	Talk-Show
tt0189468	short	The Deep	The Deep	0	1999	\N	24	Short
tt0189810	movie	No Tomorrow	No Tomorrow	0	1999	\N	99	Action,Thriller
tt0191464	short	Slam!	Slam!	0	1992	\N	12	Short
tt0191594	movie	Twilight	Crepuscule	0	1969	\N	75	Drama
tt0194477	movie	Twilight	Twilight	0	1919	\N	\N	Drama
tt0196715	movie	Love	Love	0	1920	\N	70	Drama
tt0197230	video	An American Tail: The Mystery of the Night Monster	An American Tail: The Mystery of the Night Monster	0	1999	\N	78	Adventure,Animation,Family
tt0198066	tvSeries	Blank Check	Blank Check	0	1975	\N	\N	Game-Show
tt0198556	movie	Once Upon a Time	Il était une fois	0	1933	\N	\N	Drama
tt0199647	short	Jessie	Jessie	0	1995	\N	\N	Short
tt0200009	movie	Revenge	Revenge	0	1968	\N	92	Drama,Mystery,Thriller
tt0200276	tvSeries	The West Wing	The West Wing	0	1999	2006	42	Drama
tt0200716	short	Home	Home	0	1998	\N	11	Drama,Short
tt0200924	short	Once Upon a Time	Once Upon a Time	0	1910	\N	9	Romance,Short
tt0203259	tvSeries	Law & Order: Special Victims Unit	Law & Order: Special Victims Unit	0	1999	\N	60	Crime,Drama,Mystery
tt0205131	movie	Home	Home	0	1916	\N	50	Comedy,Drama
tt0206229	short	The Fall	Pád	0	1999	\N	15	Animation,Drama,Romance
tt0206353	movie	Touch	Touch	0	1991	\N	\N	Animation
tt0206366	movie	The Three Musketeers	Les trois mousquetaires	0	1974	\N	68	Adventure,Animation,Family
tt0207972	tvMovie	Annie	Annie	0	1999	\N	90	Comedy,Family,Musical
tt0208185	video	An Extremely Goofy Movie	An Extremely Goofy Movie	0	2000	\N	79	Animation,Comedy,Family
tt0209475	movie	The Wedding Planner	The Wedding Planner	0	2001	\N	103	Comedy,Romance
tt0209994	movie	The Deep	The Deep	0	1970	\N	111	Drama,Thriller
tt0210883	short	Pandora	Pandora	0	1971	\N	6	Short
tt0212225	short	Home	Home	0	1994	\N	\N	Short
tt0212543	tvMovie	Switched at Birth	Switched at Birth	0	1999	\N	89	Drama
tt0212774	movie	Aquarius	Aquarius	0	2000	\N	\N	Action,Sci-Fi
tt0212829	short	The Brothers	The Brothers	0	1998	\N	29	Drama,Short
tt0215044	short	Paulie	Paulie	0	1996	\N	24	Short
tt0216199	video	The Seven Deadly Sins	The Seven Deadly Sins	1	1999	\N	105	Adult,Drama,Fantasy
tt0216811	video	Home	Home	0	1996	\N	\N	\N
tt0216812	video	Home	Home	0	1999	\N	\N	\N
tt0217634	tvEpisode	Luther	Luther	0	1965	\N	\N	Drama
tt0218199	movie	The Fall	Der Fall	0	1972	\N	102	Crime,Drama
tt0219285	movie	Safe Haven	Safe Haven	0	1999	\N	84	Drama,Thriller
tt0219432	tvMiniSeries	Bloodline	Bloodline	0	1999	\N	\N	\N
tt0219843	videoGame	The Jungle Book	The Jungle Book	0	1993	\N	\N	Action,Adventure,Family
tt0220119	tvMovie	The Three Musketeers	Les trois mousquetaires	0	1959	\N	119	Adventure
tt0221027	movie	Blow	Blow	0	2001	\N	124	Biography,Crime,Drama
tt0221100	short	Curious George	Curious George	0	1991	\N	\N	Short
tt0224454	tvSeries	Anastasia	Anastasia	0	1993	1994	45	Drama,Romance
tt0226093	movie	Love	Leobeu	0	1999	\N	100	Drama,Romance
tt0226767	tvEpisode	Home	Home	0	1972	\N	86	Comedy,Drama,Horror
tt0226985	movie	Lost	Lost	0	1999	\N	\N	\N
tt0226987	short	Love	Love	0	1964	\N	4	Animation,Comedy,Horror
tt0230011	movie	Atlantis: The Lost Empire	Atlantis: The Lost Empire	0	2001	\N	95	Action,Adventure,Animation
tt0230906	short	Twilight	Towairaitsu	0	1994	\N	33	Short
tt0231050	tvSeries	Transformers: Robots in Disguise	Toransufômâ: Kârobotto	0	2000	2000	22	Action,Adventure,Animation
tt0232220	short	Once Upon a Time	Once Upon a Time	0	1913	\N	\N	Comedy,Short
